num_duplicates,ID,duplicates
3,337,/Volumes/psych/BergelsonLab/Eyetracking ebd files/VNA_july_5/library/video/star1500.xvd.png
3,337,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/video/star1500.xvd.png
2,338,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/chair6.jpg
2,338,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/chair6.jpg
3,339,/Volumes/psych/BergelsonLab/Eyetracking ebd files/VNA_july_5/library/audio/clean_can.wav
3,339,/Volumes/psych/BergelsonLab/Stimuli/VNA/audio/FINALS/clean_can.wav
3,339,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/audio/clean_can.wav
2,340,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/can_keys.wav
2,340,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y29/Audio_Stims/can_keys.wav
4,341,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/library/audio/look_spoon.wav
4,341,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/library/audio/look_spoon.wav
4,341,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/library/audio/look_spoon.wav
4,341,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/AudioStimuli/SPOON/look_spoon.wav
2,342,/Volumes/psych/BergelsonLab/Paperwork/Attachments_for_parents/Consent_form.pdf
2,342,/Volumes/psych/BergelsonLab/Paperwork/Lab_visit_paperwork/Consent_form.pdf
2,343,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/06_17_coderSM_final_audio_processed.csv
2,343,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/06_17_coderSM_final_processed.csv
2,344,/Volumes/psych/BergelsonLab/Stimuli/NVA/orig/pig21.wav
2,344,/Volumes/psych/BergelsonLab/Stimuli/NVA/orig/pig2.wav
2,345,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/watermelon.jpg
2,345,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/watermelon.jpg
2,346,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/09_12_coderSM_final_audio_processed.csv
2,346,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/09_12_coderSM_final_processed.csv
2,347,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/19_16_coderTE_final_processed.csv
2,347,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/19_16_coderTE_final_video_processed.csv
5,348,/Volumes/psych/BergelsonLab/Eyetracking ebd files/VNA_july_5/library/images/stroller.jpg
5,348,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/stroller.jpg
5,348,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/stroller.jpg
5,348,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y05/Image_Stims/stroller.jpg
5,348,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y09/Image_Stims/stroller.jpg
2,349,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/28_14_coderJS_final_audio_processed.csv
2,349,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/28_14_coderJS_final_processed.csv
2,350,/Volumes/psych/BergelsonLab/Stimuli/VNA/videos/fades/xvds/fixation1.xvd
2,350,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/video/fixation1.xvd
2,351,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/16_15_coderJS_final_processed.csv
2,351,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/16_15_coderJS_final_video_processed.csv
2,352,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/baby4.jpg
2,352,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/baby4.jpg
2,353,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/elephant15.jpg
2,353,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/elephant15.jpg
2,354,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tea5.jpg
2,354,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tea5.jpg
2,355,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/drum5.jpg
2,355,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/drum5.jpg
2,356,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/runtime/images/-1261916733883534451.png
2,356,/Volumes/psych/BergelsonLab/Eyetracking ebd files/TwoImagesWithAudio/runtime/images/-1261916733883534451.png
2,357,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/elephant7.jpg
2,357,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/elephant7.jpg
2,358,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y22/book.jpg
2,358,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y22/Image_Stims/book71.jpg
2,359,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/22_15_coderVL_processed.csv
2,359,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/22_15_coderVL_video_processed.csv
2,360,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/lamb4.jpg
2,360,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/lamb4.jpg
2,361,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/ball35.jpg
2,361,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/ball35.jpg
2,362,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/flower2.jpg
2,362,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/flower2.jpg
2,363,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/34_10_coderAR_final_audio_processed.csv
2,363,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/34_10_coderAR_final_processed.csv
2,364,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/gate2.jpg
2,364,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/gate2.jpg
2,365,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/spoon5.jpg
2,365,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/spoon5.jpg
2,366,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tiger4.jpg
2,366,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tiger4.jpg
2,367,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y25/bottle.jpg
2,367,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y25/Image_Stims/bottle23.jpg
2,368,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/steak.jpg
2,368,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/steak.jpg
3,369,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160111_142301_003593/rslt/ver-file
3,369,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/20151103_130652_003952/rslt/ver-file
3,369,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/rslt/ver-file
5,370,/Volumes/psych/BergelsonLab/Eyetracking ebd files/NVAfeb21/runtime/images/logo.png
5,370,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/runtime/images/logo.png
5,370,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/runtime/images/logo.png
5,370,/Volumes/psych/BergelsonLab/Eyetracking ebd files/TwoImagesWithAudio/runtime/images/logo.png
5,370,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/runtime/images/logo.png
2,371,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/16_16_coderJH_final_processed.csv
2,371,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/16_16_coderJH_final_video_processed.csv
2,372,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/book23.jpg
2,372,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/book23.jpg
7,373,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/library/images/car.jpg
7,373,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/library/images/car.jpg
7,373,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/library/images/car.jpg
7,373,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/PictureStimuli/car.jpg
7,373,/Volumes/psych/BergelsonLab/Eyetracking ebd files/TwoImagesWithAudio/library/images/car.jpg
7,373,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/car4.jpg
7,373,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/car4.jpg
2,374,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/29_12_coderSD_final_processed.csv
2,374,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/29_12_coderSD_final_video_processed.csv
2,375,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/rslt/feat/20160314_095349_004265.lss.urs
2,375,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/rslt/feat/20160314_095349_004265.rcd-seg.byte
2,376,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/17_14_coderJS_final_audio_processed.csv
2,376,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/17_14_coderJS_final_processed.csv
2,377,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/yogurt5.jpg
2,377,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/yogurt5.jpg
3,378,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round2/input_orig/27_10_coderHW_final_CLedit.opf
3,378,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round1/input_orig/27_10_coderHW_final_CLedit.opf
3,378,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round3/input_orig/27_10_coderHW_final_CLedit.opf
2,379,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/book55.jpg
2,379,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/book55.jpg
2,380,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/basket5.jpg
2,380,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/basket5.jpg
4,381,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/library/audio/can_baby.wav
4,381,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/library/audio/can_baby.wav
4,381,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/library/audio/can_baby.wav
4,381,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/AudioStimuli/BABY/can_baby.wav
2,382,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/train3.jpg
2,382,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/train3.jpg
2,383,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/dinosaur2.jpg
2,383,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/dinosaur2.jpg
2,384,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/puffs5.jpg
2,384,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/puffs5.jpg
2,385,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/pig3.jpg
2,385,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/pig3.jpg
2,386,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/16_17_coderVL_final_processed.csv
2,386,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/16_17_coderVL_final_video_processed.csv
3,387,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/balloon2.jpg
3,387,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/balloon2.jpg
3,387,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y26/Image_Stims/balloon2.jpg
2,388,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/07_lena5min Folder/22_07_lena5min.csv
2,388,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/22_07_lena5min.csv
2,389,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/book2.jpg
2,389,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/book2.jpg
2,390,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/42_14_coderSA_final_audio_processed.csv
2,390,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/42_14_coderSA_final_processed.csv
2,391,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/01_10_consensus_final_processed.csv
2,391,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/01_10_consensus_final_video_processed.csv
2,392,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/audio/recoded_17/21_17_CLedit.CMcheck.cha
2,392,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/audio/real_blank_out/21_17_CLedit.CMcheck.cha
2,393,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/uplp-20160314_095349_004265
2,393,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/uplp-20160314_095349_004265.1F
2,394,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/runtime/TRIAL_DataSource_TwoImagesWithAudioTRIAL.dat
2,394,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/datasets/TRIAL_DataSource_TwoImagesWithAudioTRIAL.dat
2,395,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/chair2.jpg
2,395,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/chair2.jpg
2,396,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/26_17_coderTE_final_audio_processed.csv
2,396,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/26_17_coderTE_final_processed.csv
2,397,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/13_13_coderHW_final_processed.csv
2,397,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/13_13_coderHW_final_video_processed.csv
2,398,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/where_elephant.wav
2,398,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y31/Audio_Stims/where_elephant.wav
2,399,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y39/spoon.jpg
2,399,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y39/Image_Stims/spoon20.jpg
3,400,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round2/input_orig/41_10_coderJH_final_CLedit2.opf
3,400,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round1/input_orig/41_10_coderJH_final_CLedit2.opf
3,400,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round3/input_orig/41_10_coderJH_final_CLedit2.opf
2,401,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/airplane2.jpg
2,401,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/airplane2.jpg
2,402,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/block5.jpg
2,402,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/block5.jpg
2,403,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/look_flower.wav
2,403,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y37/Audio_Stims/look_flower.wav
2,404,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/07_lena5min Folder/03_07_lena5min.csv
2,404,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/03_07_lena5min.csv
2,405,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/34_06_coderGC_final_processed.csv
2,405,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/34_06_coderGC_final_video_processed.csv
2,406,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y23/blocks-4.jpg
2,406,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y23/Image_Stims/blocks19.jpg
2,407,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y21/block.jpg
2,407,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y21/Image_Stims/block8.jpg
2,408,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tower3.jpg
2,408,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tower3.jpg
2,409,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/gears.jpg
2,409,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/gears.jpg
2,410,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/28_12_coderEB_processed.csv
2,410,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/28_12_coderEB_video_processed.csv
2,411,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y38/ball.jpg
2,411,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y38/Image_Stims/ball66.jpg
2,412,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/book52.jpg
2,412,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/book52.jpg
2,413,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/elephant17.jpg
2,413,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/elephant17.jpg
3,414,/Volumes/psych/BergelsonLab/Eyetracking ebd files/NVAfeb21/library/video/fixation_centering_star_largeX.xvd.png
3,414,/Volumes/psych/BergelsonLab/Eyetracking ebd files/VNA_july_5/library/video/fixation_centering_star_largeX.xvd.png
3,414,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/video/fixation_centering_star_largeX.xvd.png
2,415,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/21_13_coderJH_final_audio_processed.csv
2,415,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/21_13_coderJH_final_processed.csv
2,416,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/bunny6.jpg
2,416,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/bunny6.jpg
2,417,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/water14.jpg
2,417,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/water14.jpg
2,418,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/turtle4.jpg
2,418,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/turtle4.jpg
2,419,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/06_lena5min Folder/34_06_lena5min.csv
2,419,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/34_06_lena5min.csv
2,420,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/41_17_coderSD_processed.csv
2,420,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/41_17_coderSD_video_processed.csv
3,421,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/garbage.jpg
3,421,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/garbage.jpg
3,421,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y12/Image_Stims/garbage.jpg
2,422,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/10_12_coderSK_final_processed.csv
2,422,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/10_12_coderSK_final_video_processed.csv
2,423,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/train7.jpg
2,423,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/train7.jpg
2,424,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/plant.jpg
2,424,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/plant.jpg
2,425,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/dog13.jpg
2,425,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/dog13.jpg
2,426,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/20_06_newclan_merged_audio_processed.csv
2,426,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/20_06_newclan_merged_processed.csv
2,427,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y25/blanket.jpg
2,427,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y25/Image_Stims/blanket2.jpg
2,428,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/02_16_coderJS_final_audio_processed.csv
2,428,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/02_16_coderJS_final_processed.csv
2,429,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y36/ball.jpg
2,429,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y36/Image_Stims/ball62.jpg
2,430,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/bunny2.jpg
2,430,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/bunny2.jpg
2,431,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y11/hat.jpg
2,431,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y11/Image_Stims/hat7.jpg
2,432,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/do_remote.wav
2,432,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y12/Audio_Stims/do_remote.wav
2,433,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/dinosaur.jpg
2,433,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/dinosaur.jpg
2,434,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/icecream3.jpg
2,434,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/icecream3.jpg
2,435,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/runtime/images/-2389075420951989288.png
2,435,/Volumes/psych/BergelsonLab/Eyetracking ebd files/TwoImagesWithAudio/runtime/images/-2389075420951989288.png
2,436,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/18_13_coderEB_final_processed.csv
2,436,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/18_13_coderEB_final_video_processed.csv
4,437,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/library/audio/can_cat.wav
4,437,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/library/audio/can_cat.wav
4,437,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/library/audio/can_cat.wav
4,437,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/AudioStimuli/CAT/can_cat.wav
2,438,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/raw_images_and_video/shoe3.jpg
2,438,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/raw_images_and_video/shoes.jpg
2,439,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/crayon.jpg
2,439,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/crayon.jpg
2,440,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/where_sock.wav
2,440,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y03/Audio_Stims/where_sock.wav
